record_id,age_group_code,city_tier_code,income_q_code,edu_level_code,age_group_label,city_tier_label,income_q_label,edu_level_label,household_size,purchase_freq_per_month,transaction_value_inr,digital_literacy_score,consumer_awareness_index,price_sensitivity,product_availability,age_scaled,tier_scaled,income_scaled,perceived_quality,adoption_score,adoption_binary
160,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,3,1.893,1038.12,0.3899,0.5025,0.6918,0.5411,0.75,1.0,0.75,0.5084,0.4468,0
161,2,0,0,3,36-45,Tier-1,Top_20pct,Postgraduate,5,3.462,1731.28,0.7947,0.7786,0.6263,0.453,0.5,1.0,1.0,0.4991,0.6296,1
162,2,0,2,0,36-45,Tier-1,40_60pct,Below_Secondary,6,1.0,716.46,0.5129,0.4246,0.6491,0.5777,0.5,1.0,0.5,0.6629,0.5329,1
163,2,2,0,2,36-45,Tier-3,Top_20pct,Graduate,1,2.784,381.03,0.286,0.6333,0.6527,0.3096,0.5,0.0,1.0,0.6074,0.4464,0
164,0,2,1,1,18-25,Tier-3,60_80pct,Secondary,7,1.577,375.28,0.5203,0.585,0.5985,0.2307,1.0,0.0,0.75,0.4273,0.5149,1
165,3,1,4,0,46-55,Tier-2,Bottom_20pct,Below_Secondary,3,9.975,431.77,0.4736,0.4941,0.688,0.4123,0.25,0.5,0.0,0.4088,0.4368,0
166,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,5,2.214,821.12,0.9201,0.5209,0.6809,0.7726,0.75,1.0,0.75,0.5563,0.6367,1
167,0,0,1,0,18-25,Tier-1,60_80pct,Below_Secondary,6,1.067,359.0,0.7285,0.495,,,1.0,1.0,0.75,0.77,0.5823,1
168,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,3,3.772,1132.85,0.133,0.7112,0.6889,0.5809,1.0,0.5,0.5,0.6243,0.5253,1
169,2,2,2,3,36-45,Tier-3,40_60pct,Postgraduate,2,8.329,969.89,0.763,0.6042,0.6425,0.3354,0.5,0.0,0.5,0.5198,0.4159,0
170,2,0,3,0,36-45,Tier-1,20_40pct,Below_Secondary,3,2.185,141.68,0.4799,0.4744,0.7025,0.4269,0.5,1.0,0.25,0.4328,0.419,0
171,0,1,0,1,18-25,Tier-2,Top_20pct,Secondary,5,9.381,,0.1998,0.5274,0.6927,0.5742,1.0,0.5,1.0,0.6431,0.5782,1
172,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,4,1.974,4857.58,0.563,0.5243,0.435,0.4815,0.75,0.5,0.25,0.3973,0.487,0
173,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,3,6.651,431.79,0.471,0.4949,0.6156,0.4509,0.75,1.0,0.25,0.6832,0.5306,1
174,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,1,1.0,1516.73,0.4248,0.4545,0.6421,0.4514,0.5,0.5,0.25,0.4458,0.4002,0
175,0,0,0,3,18-25,Tier-1,Top_20pct,Postgraduate,5,1.0,2235.51,0.7421,0.846,0.6518,0.6077,1.0,1.0,1.0,0.5375,0.785,1
176,2,2,0,0,36-45,Tier-3,Top_20pct,Below_Secondary,4,6.689,1268.22,,0.3626,0.6323,0.4395,0.5,0.0,1.0,0.597,0.4355,0
177,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,5,2.297,1102.96,0.8204,0.7604,0.6523,0.6611,0.75,1.0,0.5,0.436,0.6552,1
178,3,1,3,1,46-55,Tier-2,20_40pct,Secondary,3,2.496,144.95,0.7498,0.4628,0.7273,0.5031,0.25,0.5,0.25,0.4302,0.4516,0
179,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,2,4.268,515.05,0.6094,0.6231,0.5976,0.4982,1.0,1.0,0.5,0.4396,0.6522,1
180,1,2,1,1,26-35,Tier-3,60_80pct,Secondary,2,21.664,580.47,0.714,0.5509,0.7829,0.1787,0.75,0.0,0.75,0.676,0.4594,0
181,0,0,0,1,18-25,Tier-1,Top_20pct,Secondary,7,1.0,2213.03,0.7537,0.491,0.6251,0.5296,1.0,1.0,1.0,0.4051,0.4217,0
182,3,2,3,0,46-55,Tier-3,20_40pct,Below_Secondary,1,1.782,210.0,0.1526,0.2301,0.6178,0.23,0.25,0.0,0.25,0.4669,0.2598,0
183,3,2,3,0,46-55,Tier-3,20_40pct,Below_Secondary,6,5.231,3846.46,0.0445,0.2665,0.5919,0.3228,0.25,0.0,0.25,0.4118,0.2714,0
184,1,2,0,1,26-35,Tier-3,Top_20pct,Secondary,6,6.036,2897.53,0.5563,0.5471,0.7442,0.2671,0.75,0.0,1.0,0.5683,0.3657,0
185,2,1,0,2,36-45,Tier-2,Top_20pct,Graduate,7,6.123,272.28,0.1138,0.6537,0.5559,0.4048,0.5,0.5,1.0,0.3858,0.4182,0
186,3,1,1,0,46-55,Tier-2,60_80pct,Below_Secondary,1,4.524,216.06,0.0654,0.3399,0.6669,0.3303,0.25,0.5,0.75,0.3903,0.3425,0
187,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,4,4.437,1760.83,0.0917,0.6624,0.5492,0.5233,0.5,1.0,0.5,0.5174,0.6442,1
188,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,2,1.0,,0.2377,0.4127,0.5522,0.6264,0.5,1.0,0.25,0.63,0.4708,0
189,1,1,3,3,26-35,Tier-2,20_40pct,Postgraduate,3,8.998,533.74,0.0601,0.7395,0.5888,0.5817,0.75,0.5,0.25,0.6619,0.5803,1
190,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,7,1.0,1607.2,0.0936,0.6254,0.7508,0.5579,1.0,1.0,0.5,0.4063,0.5976,1
191,3,2,0,1,46-55,Tier-3,Top_20pct,Secondary,5,2.703,231.2,0.1158,0.4502,0.694,0.431,0.25,0.0,1.0,0.4814,0.3905,0
192,3,0,3,3,46-55,Tier-1,20_40pct,Postgraduate,7,1.213,1590.21,0.1028,0.7079,0.5366,0.5041,0.25,1.0,0.25,0.6813,0.5167,1
193,2,1,4,1,36-45,Tier-2,Bottom_20pct,Secondary,5,1.0,218.96,0.7503,0.5136,0.5894,0.3324,0.5,0.5,0.0,0.5665,0.4639,0
194,1,1,4,2,26-35,Tier-2,Bottom_20pct,Graduate,2,1.925,207.16,0.686,0.5677,0.4486,0.4655,0.75,0.5,0.0,0.4683,0.4627,0
195,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,7,5.353,1517.68,0.6015,0.6024,0.6012,0.278,0.75,0.5,0.25,0.387,0.5038,1
196,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,2,3.437,1239.04,,0.5024,0.6765,0.45,0.5,0.5,0.75,0.6439,0.507,1
197,3,0,3,3,46-55,Tier-1,20_40pct,Postgraduate,5,10.339,93.14,0.4318,0.6889,0.6445,0.6248,0.25,1.0,0.25,0.559,0.5764,1
198,3,1,3,2,46-55,Tier-2,20_40pct,Graduate,4,4.578,1474.8,0.3408,0.5223,0.6179,0.6499,0.25,0.5,0.25,0.608,0.4325,0
199,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,5,1.459,3777.73,0.478,0.7164,0.5219,0.5902,0.5,1.0,0.25,0.4479,0.6034,1
200,2,2,1,3,36-45,Tier-3,60_80pct,Postgraduate,1,3.62,734.44,0.5571,0.6813,0.5858,0.291,0.5,0.0,0.75,0.3657,0.4427,0
201,0,2,4,1,18-25,Tier-3,Bottom_20pct,Secondary,7,1.29,2111.46,0.6289,0.3937,0.591,0.2518,1.0,0.0,0.0,0.3931,0.3538,0
202,0,2,2,0,18-25,Tier-3,40_60pct,Below_Secondary,3,1.0,545.29,0.3442,0.3529,0.7698,0.3841,1.0,0.0,0.5,0.4167,0.2554,0
203,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,7,15.508,1766.58,0.1124,0.6633,0.6382,0.44,0.25,1.0,1.0,0.394,0.4213,0
204,2,0,0,1,36-45,Tier-1,Top_20pct,Secondary,2,3.156,61.92,0.6615,0.3663,0.5919,0.668,0.5,1.0,1.0,0.3964,0.5568,1
205,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,6,5.266,381.37,0.7522,0.5682,0.5022,0.7348,1.0,1.0,0.5,0.5126,0.6474,1
206,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,7,10.335,8615.12,0.8161,0.4934,0.6276,0.5572,1.0,1.0,0.5,0.4864,0.4874,0
207,2,0,0,3,36-45,Tier-1,Top_20pct,Postgraduate,2,1.944,2570.85,0.6149,0.772,0.6373,0.5083,0.5,1.0,1.0,0.4694,0.5856,1
208,0,1,3,1,18-25,Tier-2,20_40pct,Secondary,4,7.78,504.04,0.6273,0.4673,0.5927,0.3925,1.0,0.5,0.25,0.5955,0.4962,0
209,0,0,3,2,18-25,Tier-1,20_40pct,Graduate,1,7.775,653.06,0.6608,0.68,0.5582,0.9001,1.0,1.0,0.25,0.4013,0.7966,1
210,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,7,8.687,243.75,0.5101,0.5419,0.5518,0.4304,0.5,0.5,0.25,0.4907,0.4921,0
211,2,2,1,0,36-45,Tier-3,60_80pct,Below_Secondary,5,1.05,675.39,0.6441,0.3581,0.6842,0.2395,0.5,0.0,0.75,0.4152,0.2528,0
212,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,1,16.463,141.44,0.1179,0.4754,0.6679,0.5057,0.5,0.5,0.25,0.7424,0.4019,0
213,1,0,0,3,26-35,Tier-1,Top_20pct,Postgraduate,1,1.606,1080.66,0.9408,0.8412,0.7233,0.7352,0.75,1.0,1.0,0.3831,0.6106,1
214,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,4,7.499,403.45,0.3493,0.5641,0.7814,0.592,0.5,1.0,0.75,0.2578,0.5678,1
215,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,4,1.0,1249.44,0.6231,0.4793,0.6983,0.5593,0.75,0.5,0.75,0.4192,0.4717,0
216,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,6,12.9,398.95,0.7816,0.3925,0.652,0.57,0.75,1.0,0.25,0.4209,0.5592,1
217,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,5,2.792,376.5,0.1789,0.5528,0.6251,0.4933,0.5,0.5,0.75,0.6134,0.5002,1
218,2,0,0,0,36-45,Tier-1,Top_20pct,Below_Secondary,6,5.523,1514.74,0.7974,0.4464,0.6976,0.6911,0.5,1.0,1.0,0.3965,0.4807,0
219,3,2,1,1,46-55,Tier-3,60_80pct,Secondary,5,9.492,448.68,0.1215,0.4078,,0.304,0.25,0.0,0.75,0.2087,0.3906,0
220,2,2,2,2,36-45,Tier-3,40_60pct,Graduate,3,1.659,476.28,0.5252,0.5673,0.7176,,0.5,0.0,0.5,0.643,0.397,0
221,2,1,4,1,36-45,Tier-2,Bottom_20pct,Secondary,1,2.463,,0.5474,0.4968,0.5131,0.4207,0.5,0.5,0.0,0.6518,0.4515,0
222,0,0,4,1,18-25,Tier-1,Bottom_20pct,Secondary,5,1.88,2550.83,0.6433,0.6476,0.6883,0.6099,1.0,1.0,0.0,0.3455,0.5586,1
223,1,0,0,3,26-35,Tier-1,Top_20pct,Postgraduate,4,1.662,1437.53,0.6632,0.7392,0.6923,0.7673,0.75,1.0,1.0,0.4726,0.6761,1
224,1,2,0,3,26-35,Tier-3,Top_20pct,Postgraduate,3,3.57,682.99,0.1577,0.7996,0.6713,0.3684,0.75,0.0,1.0,0.5596,0.5868,1
225,1,1,0,3,26-35,Tier-2,Top_20pct,Postgraduate,6,3.957,6252.11,0.5052,,0.6939,0.4711,0.75,0.5,1.0,0.3406,0.5824,1
226,4,0,3,1,55+,Tier-1,20_40pct,Secondary,3,1.0,2322.91,0.1177,0.5957,0.5776,0.7491,0.0,1.0,0.25,0.2993,0.5922,1
227,1,0,0,3,26-35,Tier-1,Top_20pct,Postgraduate,4,5.593,372.9,0.2546,0.6897,0.6652,0.6348,0.75,1.0,1.0,0.5309,0.6178,1
228,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,5,2.724,1300.34,0.2978,0.6213,0.6466,0.6942,0.25,1.0,1.0,0.4805,0.5913,1
229,2,2,2,1,36-45,Tier-3,40_60pct,Secondary,4,11.015,278.17,0.0991,0.5899,0.5734,0.2946,0.5,0.0,0.5,0.4597,0.5211,1
230,3,0,1,2,46-55,Tier-1,60_80pct,Graduate,5,10.837,1001.28,0.9355,0.6396,0.5605,0.6201,0.25,1.0,0.75,0.4386,0.5679,1
231,1,1,0,0,26-35,Tier-2,Top_20pct,Below_Secondary,4,6.366,569.37,0.6791,0.379,0.6817,0.5948,0.75,0.5,1.0,0.4049,0.4572,0
232,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,4,9.613,410.29,0.5559,0.5591,0.625,0.4799,0.5,0.5,0.75,0.6797,0.4971,0
233,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,2,12.788,1018.87,0.9824,0.6902,0.568,0.5251,0.75,0.5,0.75,0.5136,0.5983,1
234,0,2,2,2,18-25,Tier-3,40_60pct,Graduate,5,4.306,309.53,,0.648,0.7079,0.2933,1.0,0.0,0.5,0.4275,0.5453,1
235,2,2,4,1,36-45,Tier-3,Bottom_20pct,Secondary,1,17.861,535.27,0.5685,0.4154,0.5625,0.3824,0.5,0.0,0.0,0.5807,0.4435,0
236,1,1,0,2,26-35,Tier-2,Top_20pct,Graduate,2,15.55,1020.95,0.6859,0.7095,0.7396,0.5191,0.75,0.5,1.0,0.5926,0.5233,1
237,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,2,1.0,729.81,0.1974,0.6987,0.59,0.7219,1.0,1.0,0.75,0.5669,0.6706,1
238,2,1,4,3,36-45,Tier-2,Bottom_20pct,Postgraduate,2,3.699,569.78,0.7855,0.7209,0.5144,0.3675,0.5,0.5,0.0,0.5218,0.5526,1
239,0,1,3,2,18-25,Tier-2,20_40pct,Graduate,2,1.0,508.17,0.4357,0.6763,0.6908,0.5899,1.0,0.5,0.25,0.3861,0.596,1
240,3,1,1,0,46-55,Tier-2,60_80pct,Below_Secondary,1,5.762,525.64,0.6055,,0.6365,0.2658,0.25,0.5,0.75,0.302,0.3234,0
241,4,1,3,1,55+,Tier-2,20_40pct,Secondary,2,7.247,2812.72,0.0478,0.4235,0.7504,0.4648,0.0,0.5,0.25,0.3899,0.4283,0
242,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,6,10.8,1705.31,0.7022,0.6566,0.553,0.3758,0.25,1.0,1.0,0.5133,0.5258,1
243,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,1,5.249,148.65,0.716,0.5298,0.5431,0.3993,0.75,0.5,0.25,0.3937,0.4261,0
244,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,6,3.026,268.08,0.7802,0.6133,0.5213,0.514,1.0,1.0,0.0,0.339,0.5438,1
245,3,2,2,1,46-55,Tier-3,40_60pct,Secondary,1,1.0,222.75,0.3871,0.4752,0.7366,0.2967,0.25,0.0,0.5,0.4634,0.4188,0
246,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,6,1.0,448.19,0.6255,0.5782,0.7869,0.722,0.75,1.0,0.5,0.2971,0.5351,1
247,4,1,0,1,55+,Tier-2,Top_20pct,Secondary,2,3.324,2027.69,0.4672,0.5422,0.6876,0.6032,0.0,0.5,1.0,0.7224,0.5143,1
248,4,0,2,2,55+,Tier-1,40_60pct,Graduate,3,8.935,321.81,0.7186,,0.5755,0.6049,0.0,1.0,0.5,0.5119,0.5599,1
249,3,0,2,3,46-55,Tier-1,40_60pct,Postgraduate,1,6.946,1009.23,0.4059,0.6454,0.6228,0.5088,0.25,1.0,0.5,0.5148,0.4727,0
250,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,2,10.635,1808.12,0.9223,0.6713,0.643,0.3542,0.75,0.5,0.5,0.447,0.533,1
251,1,0,0,0,26-35,Tier-1,Top_20pct,Below_Secondary,7,8.33,94.75,0.9019,0.4135,0.8798,0.4591,0.75,1.0,1.0,0.525,0.4375,0
252,3,2,2,3,46-55,Tier-3,40_60pct,Postgraduate,7,1.15,409.68,0.4213,0.6971,0.5552,0.2574,0.25,0.0,0.5,0.5671,0.46,0
253,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,4,1.118,157.84,0.7701,0.624,0.6994,0.3517,0.75,0.5,0.5,0.4134,0.4253,0
254,0,1,1,2,18-25,Tier-2,60_80pct,Graduate,4,3.063,376.74,0.4808,0.5006,0.6859,0.5353,1.0,0.5,0.75,0.418,0.4843,0
255,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,5,1.061,,0.8054,0.581,0.6946,0.6113,0.5,1.0,0.75,0.6712,0.5089,1
256,3,1,1,1,46-55,Tier-2,60_80pct,Secondary,7,1.038,141.19,0.3424,0.564,0.6326,0.6342,0.25,0.5,0.75,0.5896,0.4085,0
257,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,1,1.558,668.4,0.8087,0.3808,0.6354,0.3258,0.5,0.5,0.25,0.7736,0.4328,0
258,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,7,1.0,136.07,0.578,0.4561,0.6227,0.4489,0.5,0.5,0.5,0.6431,0.4907,0
259,0,1,3,3,18-25,Tier-2,20_40pct,Postgraduate,1,4.235,212.08,0.6819,0.8066,0.6467,0.44,1.0,0.5,0.25,0.6169,0.6019,1
260,2,1,1,3,36-45,Tier-2,60_80pct,Postgraduate,6,2.526,1957.34,0.5622,0.7132,0.519,0.5627,0.5,0.5,0.75,0.5963,0.5392,1
261,4,0,4,1,55+,Tier-1,Bottom_20pct,Secondary,4,1.355,1245.84,0.8204,0.5159,0.5816,0.6754,0.0,1.0,0.0,0.5609,0.5208,1
262,0,0,3,0,18-25,Tier-1,20_40pct,Below_Secondary,1,1.0,211.49,0.7544,0.5197,0.5977,0.6068,1.0,1.0,0.25,0.3313,0.4669,0
263,1,0,1,3,26-35,Tier-1,60_80pct,Postgraduate,7,3.043,664.54,0.7128,0.8429,0.6589,0.7644,0.75,1.0,0.75,0.6993,0.7136,1
264,3,0,0,1,46-55,Tier-1,Top_20pct,Secondary,1,4.606,539.29,0.1189,0.468,0.5828,0.4657,0.25,1.0,1.0,0.4049,0.4789,0
265,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,4,18.111,850.98,0.3875,0.5843,0.6752,0.5116,0.5,0.5,0.75,0.7327,0.558,1
266,2,2,4,1,36-45,Tier-3,Bottom_20pct,Secondary,2,1.464,1469.45,0.1769,0.5978,0.6546,0.195,0.5,0.0,0.0,0.6062,0.3392,0
267,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,6,1.0,6487.27,0.8817,0.4498,0.6387,0.4798,0.5,1.0,0.75,0.4262,0.5474,1
268,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,4,6.659,490.07,0.3372,0.5392,0.6463,0.4401,0.75,0.0,0.75,0.5875,0.4665,0
269,1,1,0,2,26-35,Tier-2,Top_20pct,Graduate,3,1.341,4014.2,0.287,0.6788,0.6381,0.4955,0.75,0.5,1.0,0.7232,0.6078,1
270,3,2,3,1,46-55,Tier-3,20_40pct,Secondary,7,3.311,302.72,0.6785,0.5205,0.5665,0.3245,0.25,0.0,0.25,0.5212,0.3476,0
271,3,1,1,3,46-55,Tier-2,60_80pct,Postgraduate,7,8.257,596.36,0.0772,0.7527,0.7,0.5953,0.25,0.5,0.75,0.6335,0.5759,1
272,3,1,1,1,46-55,Tier-2,60_80pct,Secondary,4,1.0,429.28,0.4949,0.4723,0.5684,0.5578,0.25,0.5,0.75,0.5355,0.4446,0
273,3,0,1,2,46-55,Tier-1,60_80pct,Graduate,6,1.0,450.07,0.2153,0.6437,0.7008,0.6837,0.25,1.0,0.75,0.6339,0.568,1
274,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,4,1.0,823.71,0.4228,0.5599,0.6126,0.6596,0.75,1.0,0.5,0.6435,0.5974,1
275,1,0,1,2,26-35,Tier-1,60_80pct,Graduate,6,1.331,1328.9,,0.6636,0.6764,0.7472,0.75,1.0,0.75,0.5175,0.5993,1
276,3,1,2,0,46-55,Tier-2,40_60pct,Below_Secondary,7,1.0,919.51,0.3757,0.3238,0.5747,0.4551,0.25,0.5,0.5,0.282,0.4514,0
277,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,2,1.903,1337.82,0.233,0.6042,0.6344,0.5774,0.5,1.0,0.25,0.5586,0.5692,1
278,2,2,3,2,36-45,Tier-3,20_40pct,Graduate,4,6.858,1243.48,0.2318,0.5875,0.5537,0.325,0.5,0.0,0.25,0.6388,0.4889,0
279,3,0,3,1,46-55,Tier-1,20_40pct,Secondary,4,1.0,895.34,0.8788,0.4927,0.6765,0.5765,0.25,1.0,0.25,0.3708,0.4951,0
280,3,2,0,2,46-55,Tier-3,Top_20pct,Graduate,2,1.0,601.09,0.1463,0.5652,0.6208,0.3235,0.25,0.0,1.0,0.5,0.3632,0
281,1,0,3,3,26-35,Tier-1,20_40pct,Postgraduate,7,4.154,383.51,0.3213,0.7504,0.699,0.586,0.75,1.0,0.25,0.4168,0.5405,1
282,1,0,0,2,26-35,Tier-1,Top_20pct,Graduate,4,3.673,437.98,0.7179,,0.5458,0.6899,0.75,1.0,1.0,0.3964,0.7371,1
283,0,0,0,1,18-25,Tier-1,Top_20pct,Secondary,2,3.213,,0.8147,0.5176,0.6342,0.5896,1.0,1.0,1.0,0.6861,0.5181,1
284,2,0,4,1,36-45,Tier-1,Bottom_20pct,Secondary,3,3.627,419.63,0.2506,0.5884,0.5252,0.5817,0.5,1.0,0.0,0.3908,0.5035,1
285,0,0,3,2,18-25,Tier-1,20_40pct,Graduate,2,6.775,1130.54,0.3815,0.6875,0.6222,0.698,1.0,1.0,0.25,0.6389,0.5525,1
286,1,2,2,1,26-35,Tier-3,40_60pct,Secondary,1,4.291,2627.66,0.5301,0.5442,0.7592,,0.75,0.0,0.5,0.7714,0.4087,0
287,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,1,3.053,1071.5,0.1954,0.7269,,0.6946,0.5,1.0,0.25,0.2025,0.6542,1
288,1,0,4,2,26-35,Tier-1,Bottom_20pct,Graduate,6,1.0,837.09,0.7858,0.5932,0.5917,0.5863,0.75,1.0,0.0,0.5284,0.6081,1
289,2,2,2,2,36-45,Tier-3,40_60pct,Graduate,2,18.399,3198.96,0.5338,0.5632,0.5747,0.3127,0.5,0.0,0.5,0.5022,0.4446,0
290,0,0,2,2,18-25,Tier-1,40_60pct,Graduate,4,1.368,774.26,0.6399,0.8002,0.6433,,1.0,1.0,0.5,0.5263,0.6114,1
291,0,2,3,1,18-25,Tier-3,20_40pct,Secondary,5,10.169,472.61,0.701,0.5079,0.5545,0.2324,1.0,0.0,0.25,0.557,0.5777,1
292,3,2,1,2,46-55,Tier-3,60_80pct,Graduate,7,2.382,2964.81,0.6675,0.5914,0.631,0.1866,0.25,0.0,0.75,0.6945,0.4118,0
293,1,0,0,2,26-35,Tier-1,Top_20pct,Graduate,7,5.759,476.71,0.114,0.6381,0.644,0.6502,0.75,1.0,1.0,0.3929,0.6772,1
294,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,5,3.027,714.61,0.5888,0.694,0.7133,0.4905,1.0,1.0,0.25,0.6416,0.5514,1
295,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,3,2.186,426.27,0.5632,0.4843,0.7274,0.535,0.5,1.0,0.75,0.4332,0.5056,1
296,2,2,0,2,36-45,Tier-3,Top_20pct,Graduate,3,4.764,100.09,0.7082,0.5549,0.6901,0.2966,0.5,0.0,1.0,0.3622,0.3873,0
297,0,1,1,2,18-25,Tier-2,60_80pct,Graduate,5,3.841,159.22,0.4758,0.6699,0.6633,0.4112,1.0,0.5,0.75,0.3265,0.6555,1
298,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,5,1.323,255.55,0.3696,0.5028,0.6809,0.5109,0.5,0.5,0.75,0.0828,0.4281,0
299,0,2,4,2,18-25,Tier-3,Bottom_20pct,Graduate,2,2.049,695.52,0.3977,0.5843,0.531,0.3625,1.0,0.0,0.0,0.5252,0.4722,0
300,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,5,1.0,772.82,0.7516,0.6408,0.661,0.5331,1.0,1.0,0.25,0.5661,0.5315,1
301,2,2,2,3,36-45,Tier-3,40_60pct,Postgraduate,1,1.076,915.25,0.1661,0.7793,,0.3016,0.5,0.0,0.5,0.5341,0.5074,1
302,2,1,4,2,36-45,Tier-2,Bottom_20pct,Graduate,3,2.046,364.09,0.3534,0.556,0.6084,0.4153,0.5,0.5,0.0,0.4858,0.4599,0
303,2,1,4,1,36-45,Tier-2,Bottom_20pct,Secondary,7,17.899,340.4,0.3938,0.4526,0.5331,,0.5,0.5,0.0,0.5265,0.4809,0
304,2,2,2,1,36-45,Tier-3,40_60pct,Secondary,6,3.744,11328.99,0.8758,0.4302,0.4562,0.4874,0.5,0.0,0.5,0.5262,0.4409,0
305,4,1,4,2,55+,Tier-2,Bottom_20pct,Graduate,7,6.033,361.24,0.2207,0.5207,0.5879,0.4093,0.0,0.5,0.0,0.6259,0.3722,0
306,1,0,1,3,26-35,Tier-1,60_80pct,Postgraduate,3,5.598,999.07,,0.8493,0.6778,0.5822,0.75,1.0,0.75,0.3748,0.6347,1
307,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,7,19.787,1789.65,0.9621,0.4948,0.6723,0.3931,0.75,0.5,0.75,0.7064,0.4602,0
308,3,1,1,2,46-55,Tier-2,60_80pct,Graduate,1,4.056,1008.59,0.5351,0.5945,0.5458,0.4878,0.25,0.5,0.75,0.2137,0.4657,0
309,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,3,4.403,530.96,0.8542,0.3942,0.5777,0.7982,0.75,1.0,0.5,0.137,0.6377,1
310,1,2,2,1,26-35,Tier-3,40_60pct,Secondary,5,1.784,239.25,0.6262,0.5356,0.5744,0.2251,0.75,0.0,0.5,0.3831,0.4475,0
311,0,0,2,2,18-25,Tier-1,40_60pct,Graduate,3,4.919,233.9,0.9016,0.4267,0.4922,0.7133,1.0,1.0,0.5,0.6331,0.5778,1
312,0,1,3,0,18-25,Tier-2,20_40pct,Below_Secondary,1,7.088,452.79,0.5992,0.6334,0.5159,0.375,1.0,0.5,0.25,0.6662,0.5368,1
313,4,1,0,2,55+,Tier-2,Top_20pct,Graduate,3,1.0,586.92,0.261,0.5845,0.5876,0.5194,0.0,0.5,1.0,0.4202,0.4844,0
314,3,0,0,3,46-55,Tier-1,Top_20pct,Postgraduate,6,3.271,641.71,0.7644,0.7466,0.6578,0.4908,0.25,1.0,1.0,0.4284,0.6269,1
315,2,2,2,3,36-45,Tier-3,40_60pct,Postgraduate,6,2.74,347.46,0.666,0.5797,0.5509,0.4023,0.5,0.0,0.5,0.4784,0.3879,0
316,1,2,0,1,26-35,Tier-3,Top_20pct,Secondary,6,1.0,431.55,0.4541,0.6281,0.8129,0.263,0.75,0.0,1.0,0.4312,0.3827,0
317,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,7,2.087,2316.97,0.6923,0.565,0.5262,,1.0,0.5,0.5,0.3835,0.5641,1
318,0,0,2,3,18-25,Tier-1,40_60pct,Postgraduate,6,3.831,263.96,0.7906,0.9583,0.749,0.7074,1.0,1.0,0.5,0.3752,0.7465,1
319,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,5,5.247,359.22,0.6062,0.3928,0.5071,0.4909,0.75,1.0,0.5,0.3936,0.5453,1
320,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,6,1.705,205.56,0.7969,0.5848,0.5785,0.5079,0.5,1.0,0.75,0.4663,0.6034,1
321,2,0,2,3,36-45,Tier-1,40_60pct,Postgraduate,6,3.234,8726.9,0.3898,0.6872,0.5261,0.6724,0.5,1.0,0.5,0.6099,0.6048,1
